Rec No;Long Gate Name;Description;Groups;Rec;Rate;DDE; DDE I/A;App;Topic;Item;Source;VPI;Address;Sample;Rate;Compound I/A;K1;Gate1;Op;K2;Gate2;Type;Fmt;Tol/Fil/Len;X1;X2;Y1;Y2;Low;High;RO;ODBC;Local;Lock;LockDef;Replay;TagMapper;StartupDef;StartupHis;StartupRetain;MultiState;LockValue;StatusTag;UnlockTime;LoAlarm;LoLoAlarm;HiAlarm;HiHiAlarm;RocAlarm;DevAlarm;StartupValue;MultiStateID;Gate Name;ExportToCoDeSys;VarName;IO;Address;Sampling;NoSampling;Retain;ReadOnly;InitBy
928;FC4T40_LU01LE_PU01_GW1;Hochregallager GW-AU Freigabe Lufterhitzer;1;C;;N;;;;;PLC;1;!19333.AV.21.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01LE_PU01_GW1;0;;0;;0;0;0;0;0
929;FC4T40_LU01LE_PU01_GW2;Hochregallager AB-Temp. Grenzwert;1;C;;N;;;;;PLC;1;!19333.AV.12.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01LE_PU01_GW2;0;;0;;0;0;0;0;0
930;FC4T40_LU01LE_PU01_RM1;Hochregallager NW-Pumpe RM Betrieb;1;C;;N;;;;;PLC;1;!19333.BI.24.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01LE_PU01_RM1;0;;0;;0;0;0;0;0
931;FC4T40_LU01LE_PU01_RM2;Hochregallager Pumpe Haupt-VL Heizung RM Betrieb;1;C;;N;;;;;PLC;1;!19333.BI.32.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01LE_PU01_RM2;0;;0;;0;0;0;0;0
932;FC4T40_LU01LE_PU01_SB1;Hochregallager NW-Pumpe Bf Ein;1;C;;N;;;;;PLC;1;!19333.BO.2.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01LE_PU01_SB1;0;;0;;0;0;0;0;0
933;FC4T40_LU01LE_PU01_SB2;Hochregallager Pumpe Haupt-VL Heizung Bf Ein;1;C;;N;;;;;PLC;1;!19333.BO.1.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01LE_PU01_SB2;0;;0;;0;0;0;0;0
934;FC4T40_LU01LE_RV01_YB1;Hochregallager VW-Ventil Stellsignal;1;C;;N;;;;;PLC;1;!19333.AO.7.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01LE_RV01_YB1;0;;0;;0;0;0;0;0
935;FC4T40_LU01LE_RV01_YB2;Hochregallager NW-Ventil Stellsignal;1;C;;N;;;;;PLC;1;!19333.AO.4.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01LE_RV01_YB2;0;;0;;0;0;0;0;0
936;FC4T40_LU01LK_PU01_AL1;Hochregallager Pumpe Haupt-VL Kaelte Alarm;1;C;;N;;;;;PLC;1;!19333.BI.29.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;3;FC4T40_LU01LK_PU01_AL1;0;;0;;0;0;0;0;0
937;FC4T40_LU01LK_PU01_GW1;Hochregallager GW-AT Freigabe Luftkühler;1;C;;N;;;;;PLC;1;!19333.AV.22.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01LK_PU01_GW1;0;;0;;0;0;0;0;0
938;FC4T40_LU01LK_PU01_RM1;Hochregallager Pumpe Haupt-VL Kaelte RM Betrieb;1;C;;N;;;;;PLC;1;!19333.BI.30.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01LK_PU01_RM1;0;;0;;0;0;0;0;0
939;FC4T40_LU01LK_PU01_SB1;Hochregallager Pumpe Haupt-VL Kaelte Bf Ein;1;C;;N;;;;;PLC;1;!19333.BO.0.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01LK_PU01_SB1;0;;0;;0;0;0;0;0
940;FC4T40_LU01LK_RV01_YB1;Hochregallager VK-Ventil Stellsignal;1;C;;N;;;;;PLC;1;!19333.AO.8.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01LK_RV01_YB1;0;;0;;0;0;0;0;0
941;FC4T40_LU01LK_RV01_YB2;Hochregallager NK-Ventil Stellsignal;1;C;;N;;;;;PLC;1;!19333.AO.3.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01LK_RV01_YB2;0;;0;;0;0;0;0;0
942;FC4T40_LU01MI_TM01_ME1;Hochregallager MI-Temp. Messung;1;C;;N;;;;;PLC;1;!19333.AI.5.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01MI_TM01_ME1;0;;0;;0;0;0;0;0
943;FC4T40_LU01WR_M001_AL1;Hochregallager WRG-Motor Gerätestörung;1;C;;N;;;;;PLC;1;!19333.BI.10.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;3;FC4T40_LU01WR_M001_AL1;0;;0;;0;0;0;0;0
944;FC4T40_LU01WR_M001_SB1;Hochregallager WRG-Motor Freigabe;1;C;;N;;;;;PLC;1;!19333.BO.6.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01WR_M001_SB1;0;;0;;0;0;0;0;0
945;FC4T40_LU01WR_M001_YB1;Hochregallager WRG-Motor Stellsignal;1;C;;N;;;;;PLC;1;!19333.AO.6.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01WR_M001_YB1;0;;0;;0;0;0;0;0
946;FC4T40_LU01ZU_DP01_AL1;Hochregallager ZU-Druckwächter Ueberdruck;1;C;;N;;;;;PLC;1;!19333.BI.16.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;3;FC4T40_LU01ZU_DP01_AL1;0;;0;;0;0;0;0;0
947;FC4T40_LU01ZU_FU01_AL1;Hochregallager FU ZU-Venti Gerätestörung;1;C;;N;;;;;PLC;1;!19333.BI.19.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;3;FC4T40_LU01ZU_FU01_AL1;0;;0;;0;0;0;0;0
948;FC4T40_LU01ZU_FU01_ME1;Hochregallager FU ZU-Venti Rückführung;1;C;;N;;;;;PLC;1;!19333.AI.9.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_FU01_ME1;0;;0;;0;0;0;0;0
949;FC4T40_LU01ZU_FU01_RM1;Hochregallager FU ZU-Venti RM Betrieb;1;C;;N;;;;;PLC;1;!19333.BI.20.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01ZU_FU01_RM1;0;;0;;0;0;0;0;0
950;FC4T40_LU01ZU_FU01_SB1;Hochregallager FU ZU-Venti Bf Ein;1;C;;N;;;;;PLC;1;!19333.BO.7.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01ZU_FU01_SB1;0;;0;;0;0;0;0;0
951;FC4T40_LU01ZU_FU01_XS1;Hochregallager Y ZU Ventilator;1;C;;N;;;;;PLC;1;!19333.AV.10.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_FU01_XS1;0;;0;;0;0;0;0;0
952;FC4T40_LU01ZU_FU01_YB1;Hochregallager FU ZU-Venti Stellsignal;1;C;;N;;;;;PLC;1;!19333.AO.1.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_FU01_YB1;0;;0;;0;0;0;0;0
953;FC4T40_LU01ZU_HX01_ME1;Hochregallager ZU-Feuchte H% Messung;1;C;;N;;;;;PLC;1;!19333.AI.11.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_HX01_ME1;0;;0;;0;0;0;0;0
954;FC4T40_LU01ZU_HX01_RG1;Hochregallager Hilfsregler (Zuluft);1;C;;N;;;;;PLC;1;!19333.LP.2.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_HX01_RG1;0;;0;;0;0;0;0;0
955;FC4T40_LU01ZU_HX01_XC1;Hochregallager XSC ZU-Feuchte absolut;1;C;;N;;;;;PLC;1;!19333.AV.41.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_HX01_XC1;0;;0;;0;0;0;0;0
956;FC4T40_LU01ZU_HX01_XS1;Sollwert Zuluftfeuchte;1;C;;N;;;;;PLC;1;!19333.AV.26.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_HX01_XS1;0;;0;;0;0;0;0;0
957;FC4T40_LU01ZU_HX01_XS2;Sollwert minimale-Zuluftfeuchte;1;C;;N;;;;;PLC;1;!19333.AV.27.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_HX01_XS2;0;;0;;0;0;0;0;0
958;FC4T40_LU01ZU_HX01_XS3;Sollwert maximale-Zuluftfeuchte;1;C;;N;;;;;PLC;1;!19333.AV.28.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_HX01_XS3;0;;0;;0;0;0;0;0
959;FC4T40_LU01ZU_HY01_AL1;Hochregallager ZU-Hygrostat Feuchte z. hoch;1;C;;N;;;;;PLC;1;!19333.BI.17.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;3;FC4T40_LU01ZU_HY01_AL1;0;;0;;0;0;0;0;0
960;FC4T40_LU01ZU_LK01_AL1;Hochregallager Störung Laufzeit Fortluft-Klappe;1;C;;N;;;;;PLC;1;!19333.BO.17.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;3;FC4T40_LU01ZU_LK01_AL1;0;;0;;0;0;0;0;0
961;FC4T40_LU01ZU_LK01_RM1;Hochregallager ZU-/UM-Klappe RM Auf;1;C;;N;;;;;PLC;1;!19333.BI.13.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01ZU_LK01_RM1;0;;0;;0;0;0;0;0
962;FC4T40_LU01ZU_LK01_RM2;Hochregallager ZU-/UM-Klappe RM Zu;1;C;;N;;;;;PLC;1;!19333.BI.12.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01ZU_LK01_RM2;0;;0;;0;0;0;0;0
963;FC4T40_LU01ZU_LK01_SB1;Hochregallager ZU-/UM-Klappe Bf Auf;1;C;;N;;;;;PLC;1;!19333.BO.5.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01ZU_LK01_SB1;0;;0;;0;0;0;0;0
964;FC4T40_LU01ZU_PM01_ME1;Hochregallager ZU-Druck vor MIL Messung;1;C;;N;;;;;PLC;1;!19333.AI.2.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_PM01_ME1;0;;0;;0;0;0;0;0
965;FC4T40_LU01ZU_PM01_ME2;Hochregallager ZU-Druck Messung;1;C;;N;;;;;PLC;1;!19333.AI.3.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_PM01_ME2;0;;0;;0;0;0;0;0
966;FC4T40_LU01ZU_RS01_AL1;Hochregallager ZU-Rev.Schalter Wartung;1;C;;N;;;;;PLC;1;!19333.BI.18.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;3;FC4T40_LU01ZU_RS01_AL1;0;;0;;0;0;0;0;0
967;FC4T40_LU01ZU_TM01___2;Hochregallager SoKo XFmax;1;C;;N;;;;;PLC;1;!19333.AV.17.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01___2;0;;0;;0;0;0;0;0
968;FC4T40_LU01ZU_TM01_GW1;Hochregallager Vorkonditionierung SoKo GW-ATo Vorkonditionierung;1;C;;N;;;;;PLC;1;!19333.AV.14.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_GW1;0;;0;;0;0;0;0;0
969;FC4T40_LU01ZU_TM01_GW21;Hochregallager Vorkonditionierung SoKo GW-ATu Vorkonditionierung;1;C;;N;;;;;PLC;1;!19333.AV.24.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_GW21;0;;0;;0;0;0;0;0
970;FC4T40_LU01ZU_TM01_GW3;Hochregallager Vorkonditionierung WiKo GW-ATo Vorkonditionierung;1;C;;N;;;;;PLC;1;!19333.AV.32.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_GW3;0;;0;;0;0;0;0;0
971;FC4T40_LU01ZU_TM01_GW4;Hochregallager Vorkonditionierung WiKo GW-ATu Vorkonditionierung;1;C;;N;;;;;PLC;1;!19333.AV.51.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_GW4;0;;0;;0;0;0;0;0
972;FC4T40_LU01ZU_TM01_ME1;Hochregallager ZU-Temp. n. VW/VK Messung;1;C;;N;;;;;PLC;1;!19333.AI.6.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_ME1;0;;0;;0;0;0;0;0
973;FC4T40_LU01ZU_TM01_ME2;Hochregallager ZU-Temp. Messung;1;C;;N;;;;;PLC;1;!19333.AI.7.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_ME2;0;;0;;0;0;0;0;0
974;FC4T40_LU01ZU_TM01_RG1;Hochregallager Zuluft-Temperaturregler n.VW/VK;1;C;;N;;;;;PLC;1;!19333.LP.4.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_RG1;0;;0;;0;0;0;0;0
975;FC4T40_LU01ZU_TM01_RG2;Hochregallager Hilfsregler (Zuluft);1;C;;N;;;;;PLC;1;!19333.LP.0.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_RG2;0;;0;;0;0;0;0;0
976;FC4T40_LU01ZU_TM01_XC1;Hochregallager XSC ZU-Temperatur n. VW/VK;1;C;;N;;;;;PLC;1;!19333.AV.47.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_XC1;0;;0;;0;0;0;0;0
977;FC4T40_LU01ZU_TM01_XC2;Hochregallager XSC ZU-Temperatur;1;C;;N;;;;;PLC;1;!19333.AV.35.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_XC2;0;;0;;0;0;0;0;0
978;FC4T40_LU01ZU_TM01_XF1;Hochregallager Vorkonditionierung SoKo XFmax Vorkonditionierung;1;C;;N;;;;;PLC;1;!19333.AV.25.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_XF1;0;;0;;0;0;0;0;0
979;FC4T40_LU01ZU_TM01_XF2;Hochregallager Vorkonditionierung WiKo XFmax Vorkonditionierung;1;C;;N;;;;;PLC;1;!19333.AV.53.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_XF2;0;;0;;0;0;0;0;0
980;FC4T40_LU01ZU_TM01_XS1;Hochregallager ZU-Temp. n.VW/VK;1;C;;N;;;;;PLC;1;!19333.AV.54.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_XS1;0;;0;;0;0;0;0;0
981;FC4T40_LU01ZU_TM01_XS2;Hochregallager ZU-Temp.;1;C;;N;;;;;PLC;1;!19333.AV.15.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_XS2;0;;0;;0;0;0;0;0
982;FC4T40_LU01ZU_TM01_XS3;Hochregallager ZU-Temp. min;1;C;;N;;;;;PLC;1;!19333.AV.19.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_XS3;0;;0;;0;0;0;0;0
983;FC4T40_LU01ZU_TM01_XS4;Hochregallager ZU-Temp. max;1;C;;N;;;;;PLC;1;!19333.AV.20.PV;N;;;;;;;;A;F;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;N;0;;-1;-1;-1;-1;-1;-1;-1;0;0;FC4T40_LU01ZU_TM01_XS4;0;;0;;0;0;0;0;0
984;FC4T40_LU02AB_VE01_AL1;WC Abluft AB-Ventilator WC Alarm;1;C;;N;;;;;PLC;1;!19333.BI.41.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;3;FC4T40_LU02AB_VE01_AL1;0;;0;;0;0;0;0;0
985;FC4T40_LU02AB_VE01_FR1;WC Abluft Softschalter DDC Auto;1;C;;N;;;;;PLC;1;!19333.BV.8.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU02AB_VE01_FR1;0;;0;;0;0;0;0;0
986;FC4T40_LU02AB_VE01_RM1;WC Abluft AB-Ventilator WC RM Betrieb;1;C;;N;;;;;PLC;1;!19333.BI.42.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU02AB_VE01_RM1;0;;0;;0;0;0;0;0
987;FC4T40_LU02AB_VE01_SB1;WC Abluft AB-Ventilator WC Bf Ein;1;C;;N;;;;;PLC;1;!19333.BO.14.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU02AB_VE01_SB1;0;;0;;0;0;0;0;0
988;FC4T40_LU02FR_HS01_RM1;WC Abluft SGK-Anlageschalter RM Auto;1;C;;N;;;;;PLC;1;!19333.BI.39.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;2;FC4T40_LU02FR_HS01_RM1;0;;0;;0;0;0;0;0
989;FC4T40_LU02FR_HS01_RM2;WC Abluft SGK-Anlageschalter RM Hand;1;C;;N;;;;;PLC;1;!19333.BI.40.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU02FR_HS01_RM2;0;;0;;0;0;0;0;0
990;FC4T40_LU02FR_ZP01_VI1;WC Abluft Zeitprogramm Ein;1;C;;N;;;;;PLC;1;!19333.BV.16.PV;N;;;;;;;;D; ;0;;;;;;;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU02FR_ZP01_VI1;0;;0;;0;0;0;0;0
991;FC4T40_LU02AB_VE01_FR1_PA;WC Abluft Softschalter DDC Auto;1;C;;N;;;;;PLC;1;19333.BV.8.PA;I;10000;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU02AB_VE01_FR1_PA;0;;0;;0;0;0;0;0
992;FC4T40_LU02AB_VE01_FR1_PR;WC Abluft Softschalter DDC Auto;1;N;;N;;;;;PLC;1;19333.BV.8.PR;I;10000;;;;;;;A;U;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU02AB_VE01_FR1_PR;0;;0;;0;0;0;0;0
993;FC4T40_LU01AU_LK01_RM1_EAT;Hochregallager AU-/FO-Klappe RM Auf;1;C;;N;;;;;PLC;1;19333.BI.9.EAT;A;3600000;;;;;;;A;G;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01AU_LK01_RM1_EAT;0;;0;;0;0;0;0;0
994;FC4T40_LU01AU_LK01_RM2_EAT;Hochregallager AU-/FO-Klappe RM Zu;1;C;;N;;;;;PLC;1;19333.BI.8.EAT;A;3600000;;;;;;;A;G;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01AU_LK01_RM2_EAT;0;;0;;0;0;0;0;0
995;FC4T40_LU01AU_VE01_RM1_EAT;Hochregallager BRM AU Ventilator;1;C;;N;;;;;PLC;1;19333.BV.4.EAT;A;3600000;;;;;;;A;G;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01AU_VE01_RM1_EAT;0;;0;;0;0;0;0;0
996;FC4T40_LU01FO_VE01_RM1_EAT;Hochregallager BRM FO Ventilator;1;C;;N;;;;;PLC;1;19333.BV.12.EAT;A;3600000;;;;;;;A;G;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01FO_VE01_RM1_EAT;0;;0;;0;0;0;0;0
997;FC4T40_LU01LE_PU01_RM1_EAT;Hochregallager NW-Pumpe RM Betrieb;1;C;;N;;;;;PLC;1;19333.BI.24.EAT;A;3600000;;;;;;;A;G;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01LE_PU01_RM1_EAT;0;;0;;0;0;0;0;0
998;FC4T40_LU01LE_PU01_RM2_EAT;Hochregallager Pumpe Haupt-VL Heizung RM Betrieb;1;C;;N;;;;;PLC;1;19333.BI.32.EAT;A;3600000;;;;;;;A;G;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01LE_PU01_RM2_EAT;0;;0;;0;0;0;0;0
999;FC4T40_LU01LK_PU01_RM1_EAT;Hochregallager Pumpe Haupt-VL Kaelte RM Betrieb;1;C;;N;;;;;PLC;1;19333.BI.30.EAT;A;3600000;;;;;;;A;G;0;0;1;0;1;1;0;N;N;N;N;N;N;N;N;N;N;Y;0;;-1;-1;-1;-1;-1;-1;-1;0;1;FC4T40_LU01LK_PU01_RM1_EAT;0;;0;;0;0;0;0;0
